loc_rowid,pl_name,discoverymethod,disc_year,disc_facility,pl_orbper,pl_bmasse
385,GJ 163 b,Radial Velocity,2013,La Silla Observatory,8.63182,10.6
386,GJ 163 c,Radial Velocity,2013,La Silla Observatory,25.63058,6.8
387,GJ 163 d,Radial Velocity,2013,La Silla Observatory,603.95116,29.4
388,GJ 179 b,Radial Velocity,2009,W. M. Keck Observatory,2288,260.61
389,GJ 180 b,Radial Velocity,2014,Multiple Observatories,17.133,6.49
390,GJ 180 b,Radial Velocity,2014,Multiple Observatories,17.38,8.3
391,GJ 180 c,Radial Velocity,2014,Multiple Observatories,24.329,6.4
392,GJ 180 d,Radial Velocity,2020,Multiple Facilities,106.3,7.56
393,GJ 2056 b,Radial Velocity,2020,Multiple Observatories,69.971,16.2
394,GJ 229 A c,Radial Velocity,2020,Multiple Facilities,121.995,7.268
395,GJ 229 b,Radial Velocity,2014,Multiple Observatories,526.115,8.478
396,GJ 229 b,Radial Velocity,2014,Multiple Observatories,471,32
397,GJ 27.1 b,Radial Velocity,2014,Multiple Observatories,15.819,13
398,GJ 273 b,Radial Velocity,2017,La Silla Observatory,18.6498,2.89
399,GJ 273 c,Radial Velocity,2017,La Silla Observatory,4.7234,1.18
400,GJ 3021 b,Radial Velocity,2000,La Silla Observatory,133.71,1071.04
401,GJ 3082 b,Radial Velocity,2020,Multiple Facilities,11.949,8.2
402,GJ 3138 b,Radial Velocity,2017,La Silla Observatory,1.22003,1.78
403,GJ 3138 c,Radial Velocity,2017,La Silla Observatory,5.974,4.18
404,GJ 3138 d,Radial Velocity,2017,La Silla Observatory,257.8,10.5
405,GJ 317 b,Radial Velocity,2007,W. M. Keck Observatory,692,794.5
406,GJ 317 b,Radial Velocity,2007,W. M. Keck Observatory,695.66,557.1
407,GJ 317 b,Radial Velocity,2007,W. M. Keck Observatory,692.9,381.4
408,GJ 317 c,Radial Velocity,2018,W. M. Keck Observatory,10000,635.66
409,GJ 317 c,Radial Velocity,2018,W. M. Keck Observatory,5312,489.4582
410,GJ 317 c,Radial Velocity,2018,W. M. Keck Observatory,6739.323,522.5
411,GJ 328 b,Radial Velocity,2013,McDonald Observatory,4100,731
412,GJ 3293 b,Radial Velocity,2015,La Silla Observatory,30.6,25.72
413,GJ 3293 b,Radial Velocity,2015,La Silla Observatory,30.5987,23.54
414,GJ 3293 c,Radial Velocity,2015,La Silla Observatory,123.75,25.72
415,GJ 3293 c,Radial Velocity,2015,La Silla Observatory,122.6196,21.09
416,GJ 3293 d,Radial Velocity,2017,La Silla Observatory,48.1345,7.6
417,GJ 3293 e,Radial Velocity,2017,La Silla Observatory,13.2543,3.28
418,GJ 3323 b,Radial Velocity,2017,La Silla Observatory,5.3636,2.02
419,GJ 3323 c,Radial Velocity,2017,La Silla Observatory,40.54,2.31
420,GJ 3341 b,Radial Velocity,2015,La Silla Observatory,14.207,6.6
421,GJ 338 B b,Radial Velocity,2020,Calar Alto Observatory,24.45,10.27
422,GJ 3470 b,Radial Velocity,2012,La Silla Observatory,3.336649,14.1
423,GJ 3470 b,Radial Velocity,2012,La Silla Observatory,3.33714,14
424,GJ 3470 b,Radial Velocity,2012,La Silla Observatory,3.3366487,13.73
425,GJ 3470 b,Radial Velocity,2012,La Silla Observatory,3.33665,13.9
426,GJ 3470 b,Radial Velocity,2012,La Silla Observatory,3.336649,12.58
427,GJ 3470 b,Radial Velocity,2012,La Silla Observatory,3.336665,
428,GJ 3470 b,Radial Velocity,2012,La Silla Observatory,3.3366413,
429,GJ 3470 b,Radial Velocity,2012,La Silla Observatory,3.3366496,13.9
430,GJ 3470 b,Radial Velocity,2012,La Silla Observatory,3.336649,
431,GJ 3512 b,Radial Velocity,2019,Calar Alto Observatory,203.59,147.15529
432,GJ 357 b,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.930792,
433,GJ 357 b,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.93072,1.84
434,GJ 357 c,Radial Velocity,2019,Multiple Observatories,9.1247,3.4
435,GJ 357 d,Radial Velocity,2019,Multiple Observatories,55.661,6.1
436,GJ 3634 b,Radial Velocity,2010,La Silla Observatory,2.64561,8.4
437,GJ 3779 b,Radial Velocity,2018,Calar Alto Observatory,3.0232,8
438,GJ 3942 b,Radial Velocity,2017,Roque de los Muchachos Observatory,6.905,7.14
439,GJ 3998 b,Radial Velocity,2016,Roque de los Muchachos Observatory,2.64977,2.47
440,GJ 3998 c,Radial Velocity,2016,Roque de los Muchachos Observatory,13.74,6.26
441,GJ 411 b,Radial Velocity,2019,Haute-Provence Observatory,12.9532,2.99
442,GJ 422 b,Radial Velocity,2014,Multiple Observatories,26.161,9.9
443,GJ 422 b,Radial Velocity,2014,Multiple Observatories,20.129,11.07
444,GJ 4276 b,Radial Velocity,2019,Calar Alto Observatory,13.352,16.57
445,GJ 433 b,Radial Velocity,2011,La Silla Observatory,7.3709,5.79
446,GJ 433 b,Radial Velocity,2011,La Silla Observatory,7.3697,5.3
447,GJ 433 b,Radial Velocity,2011,La Silla Observatory,7.3705,6.043
448,GJ 433 b,Radial Velocity,2011,La Silla Observatory,7.3709,6.3566
449,GJ 433 c,Radial Velocity,2014,Multiple Observatories,3400,45
450,GJ 433 c,Radial Velocity,2014,Multiple Observatories,5094.105,32.422
451,GJ 433 d,Radial Velocity,2020,Multiple Facilities,36.059,5.223
452,GJ 436 b,Radial Velocity,2004,W. M. Keck Observatory,2.64388312,22.1
453,GJ 436 b,Radial Velocity,2004,W. M. Keck Observatory,2.6438986,
454,GJ 436 b,Radial Velocity,2004,W. M. Keck Observatory,2.6438904,
455,GJ 436 b,Radial Velocity,2004,W. M. Keck Observatory,2.64389788,23.13802
456,GJ 436 b,Radial Velocity,2004,W. M. Keck Observatory,2.64389524,23.42407
457,GJ 436 b,Radial Velocity,2004,W. M. Keck Observatory,2.64385,23.1688
458,GJ 436 b,Radial Velocity,2004,W. M. Keck Observatory,2.64389803,25.4
459,GJ 436 b,Radial Velocity,2004,W. M. Keck Observatory,2.6438979,
460,GJ 436 b,Radial Velocity,2004,W. M. Keck Observatory,2.643859,21.6751
461,GJ 436 b,Radial Velocity,2004,W. M. Keck Observatory,2.64386,23.1
462,GJ 436 b,Radial Velocity,2004,W. M. Keck Observatory,2.643943,21.3891
463,GJ 436 b,Radial Velocity,2004,W. M. Keck Observatory,2.6441,21.294
464,GJ 436 b,Radial Velocity,2004,W. M. Keck Observatory,2.64385,22.6603
465,GJ 436 b,Radial Velocity,2004,W. M. Keck Observatory,2.64389803,25.4
466,GJ 436 b,Radial Velocity,2004,W. M. Keck Observatory,2.644,21.36
467,GJ 436 b,Radial Velocity,2004,W. M. Keck Observatory,2.64389846,
468,GJ 436 b,Radial Velocity,2004,W. M. Keck Observatory,2.6,23.201
469,GJ 436 b,Radial Velocity,2004,W. M. Keck Observatory,,21.67601
470,GJ 480 b,Radial Velocity,2020,Multiple Observatories,9.567,13.2
471,GJ 504 b,Imaging,2013,Subaru Telescope,,1271.3
472,GJ 536 b,Radial Velocity,2016,La Silla Observatory,8.7076,5.36
473,GJ 536 b,Radial Velocity,2016,La Silla Observatory,8.708,6.52
474,GJ 581 b,Radial Velocity,2005,La Silla Observatory,5.368,15.2
475,GJ 581 b,Radial Velocity,2005,La Silla Observatory,5.366,16.6
476,GJ 581 b,Radial Velocity,2005,La Silla Observatory,5.36874,15.65
477,GJ 581 b,Radial Velocity,2005,La Silla Observatory,5.3686,15.8
478,GJ 581 b,Radial Velocity,2005,La Silla Observatory,5.36841,15.6
479,GJ 581 c,Radial Velocity,2007,La Silla Observatory,12.9191,5.6
480,GJ 581 c,Radial Velocity,2007,La Silla Observatory,12.919,5.652
481,GJ 581 c,Radial Velocity,2007,La Silla Observatory,12.914,5.5
482,GJ 581 c,Radial Velocity,2007,La Silla Observatory,12.9292,5.36
483,GJ 581 e,Radial Velocity,2009,La Silla Observatory,3.14867,1.7
484,GJ 581 e,Radial Velocity,2009,La Silla Observatory,3.153,1.657
485,GJ 581 e,Radial Velocity,2009,La Silla Observatory,3.14942,1.94
486,GJ 581 e,Radial Velocity,2009,La Silla Observatory,3.149,1.7
487,GJ 625 b,Radial Velocity,2017,Multiple Observatories,14.628,2.82
488,GJ 649 b,Radial Velocity,2009,W. M. Keck Observatory,598.3,104.244
489,GJ 667 C b,Radial Velocity,2011,La Silla Observatory,7.2004,5.6
490,GJ 667 C b,Radial Velocity,2011,La Silla Observatory,7.20066,5.68
491,GJ 667 C b,Radial Velocity,2011,La Silla Observatory,7.2,5.661
492,GJ 667 C b,Radial Velocity,2011,La Silla Observatory,7.1999,5.6
493,GJ 667 C c,Radial Velocity,2011,La Silla Observatory,28.1,4.1
494,GJ 667 C c,Radial Velocity,2011,La Silla Observatory,28.143,3.709
495,GJ 667 C c,Radial Velocity,2011,La Silla Observatory,28.14,3.8
496,GJ 667 C c,Radial Velocity,2011,La Silla Observatory,28.155,4.54
497,GJ 667 C e,Radial Velocity,2013,La Silla Observatory,62.24,2.7
498,GJ 667 C f,Radial Velocity,2013,La Silla Observatory,39.026,2.7
499,GJ 667 C g,Radial Velocity,2013,La Silla Observatory,256.2,4.6
500,GJ 674 b,Radial Velocity,2007,La Silla Observatory,4.6938,11.09
501,GJ 676 A b,Radial Velocity,2010,La Silla Observatory,1056.8,1557.301
502,GJ 676 A b,Radial Velocity,2010,La Silla Observatory,1051.1,2129.461
503,GJ 676 A b,Radial Velocity,2010,La Silla Observatory,1050.3,1570
504,GJ 676 A b,Radial Velocity,2010,La Silla Observatory,1056.80005,1576.4368
505,GJ 676 A c,Radial Velocity,2016,Paranal Observatory,7337,2161.244
506,GJ 676 A d,Radial Velocity,2012,La Silla Observatory,3.6,4.4
507,GJ 676 A d,Radial Velocity,2012,La Silla Observatory,3.6005,4.4
508,GJ 676 A e,Radial Velocity,2012,La Silla Observatory,35.37,11.5
509,GJ 676 A e,Radial Velocity,2012,La Silla Observatory,35.39,8.1
510,GJ 682 b,Radial Velocity,2014,Multiple Observatories,17.478,4.4
511,GJ 682 c,Radial Velocity,2014,Multiple Observatories,57.32,8.7
512,GJ 685 b,Radial Velocity,2019,Qatar,24.16,9
513,GJ 687 b,Radial Velocity,2014,Lick Observatory,38.14,19.0698
514,GJ 687 b,Radial Velocity,2014,Lick Observatory,38.14,18.394
515,GJ 687 b,Radial Velocity,2014,Lick Observatory,38.142,17.2
516,GJ 687 c,Radial Velocity,2020,Multiple Observatories,727.562,16
517,GJ 832 b,Radial Velocity,2008,Anglo-Australian Telescope,3416,203.4
518,GJ 832 b,Radial Velocity,2008,Anglo-Australian Telescope,3507,197.046
519,GJ 832 b,Radial Velocity,2008,Anglo-Australian Telescope,3657,216
520,GJ 832 c,Radial Velocity,2014,Multiple Observatories,35.68,5.4
521,GJ 849 b,Radial Velocity,2006,W. M. Keck Observatory,1924,289.531
522,GJ 849 b,Radial Velocity,2006,W. M. Keck Observatory,1882,317.83
523,GJ 849 b,Radial Velocity,2006,W. M. Keck Observatory,1890,260.61
524,GJ 849 b,Radial Velocity,2006,W. M. Keck Observatory,1845,289.21
525,GJ 86 b,Radial Velocity,1999,La Silla Observatory,15.76491,1404.8086
526,GJ 86 b,Radial Velocity,1999,La Silla Observatory,15.764,1284.0332
527,GJ 86 b,Radial Velocity,1999,La Silla Observatory,15.76491,1242.66
528,GJ 876 b,Radial Velocity,1998,Multiple Observatories,61.065,839.04
529,GJ 876 b,Radial Velocity,1998,Multiple Observatories,61.02,600.67
530,GJ 876 b,Radial Velocity,1998,Multiple Observatories,60.85,670.59
531,GJ 876 b,Radial Velocity,1998,Multiple Observatories,61.082,887.69135
532,GJ 876 b,Radial Velocity,1998,Multiple Observatories,61.1166,723.2235
533,GJ 876 b,Radial Velocity,1998,Multiple Observatories,60.83,804.076
534,GJ 876 b,Radial Velocity,1998,Multiple Observatories,61.087,845.3
535,GJ 876 c,Radial Velocity,2000,Multiple Observatories,30.0881,226.9846
536,GJ 876 c,Radial Velocity,2000,Multiple Observatories,30.0784,266.2
537,GJ 876 c,Radial Velocity,2000,Multiple Observatories,30.455,251.075
538,GJ 876 c,Radial Velocity,2000,Multiple Observatories,30.126,281.74197
539,GJ 876 c,Radial Velocity,2000,Multiple Observatories,30.12,177.98
540,GJ 876 c,Radial Velocity,2000,Multiple Observatories,30.259,273.32
541,GJ 876 d,Radial Velocity,2005,W. M. Keck Observatory,1.93778,6.83
542,GJ 876 d,Radial Velocity,2005,W. M. Keck Observatory,1.938,8.06144
543,GJ 876 d,Radial Velocity,2005,W. M. Keck Observatory,1.93774,7.53
544,GJ 876 d,Radial Velocity,2005,W. M. Keck Observatory,1.93778,5.85
545,GJ 876 d,Radial Velocity,2005,W. M. Keck Observatory,1.93785,7.4
546,GJ 876 d,Radial Velocity,2005,W. M. Keck Observatory,1.937848,7.49
547,GJ 876 e,Radial Velocity,2010,W. M. Keck Observatory,124.5,16.58
548,GJ 876 e,Radial Velocity,2010,W. M. Keck Observatory,124.4,18.00115
549,GJ 876 e,Radial Velocity,2010,W. M. Keck Observatory,124.26,14.6
550,GJ 887 b,Radial Velocity,2020,La Silla Observatory,9.262,4.2
551,GJ 887 c,Radial Velocity,2020,La Silla Observatory,21.789,7.6
552,GJ 9066 b,Radial Velocity,2020,Multiple Observatories,241.883,30.9
553,GJ 9066 c,Radial Velocity,2020,Multiple Observatories,767.887,71.6
554,GJ 96 b,Radial Velocity,2018,Haute-Provence Observatory,73.94,19.66
555,GJ 9827 b,Transit,2017,K2,1.209,4.89
556,GJ 9827 b,Transit,2017,K2,1.2089802,3.42
557,GJ 9827 b,Transit,2017,K2,1.208957,
558,GJ 9827 b,Transit,2017,K2,1.2089819,4.91
559,GJ 9827 c,Transit,2017,K2,3.648083,2.42
560,GJ 9827 c,Transit,2017,K2,3.6480957,0.84
561,GJ 9827 c,Transit,2017,K2,3.64802,
562,GJ 9827 d,Transit,2017,K2,6.20141,
563,GJ 9827 d,Transit,2017,K2,6.201467,5.2
564,GJ 9827 d,Transit,2017,K2,6.2014698,4.04
565,GQ Lup b,Imaging,2004,Paranal Observatory,,6356
566,GQ Lup b,Imaging,2004,Paranal Observatory,,9852.73
567,GSC 06214-00210 b,Imaging,2010,Palomar Observatory,,4767.45
568,GSC 06214-00210 b,Imaging,2010,Palomar Observatory,,4258.7
569,GSC 06214-00210 b,Imaging,2010,Palomar Observatory,,5300
570,GSC 06214-00210 b,Imaging,2010,Palomar Observatory,,5000
571,GU Psc b,Imaging,2014,Gemini Observatory,,3591.3
572,Gl 378 b,Radial Velocity,2019,Haute-Provence Observatory,3.822,13.02
573,Gl 49 b,Radial Velocity,2019,Multiple Observatories,13.8508,5.63
574,Gl 686 b,Radial Velocity,2018,Roque de los Muchachos Observatory,15.53209,7.1
575,Gl 686 b,Radial Velocity,2018,Roque de los Muchachos Observatory,15.5314,6.64
576,HAT-P-1 b,Transit,2006,HATNet,4.46,168.4499
577,HAT-P-1 b,Transit,2006,HATNet,4.46543,169.08556
578,HAT-P-1 b,Transit,2006,HATNet,4.4652934,166.54292
579,HAT-P-1 b,Transit,2006,HATNet,4.46529974,
580,HAT-P-1 b,Transit,2006,HATNet,4.4652968,168.13207
581,HAT-P-1 b,Transit,2006,HATNet,4.46529976,166.86075
582,HAT-P-1 b,Transit,2006,HATNet,4.46529,168.4499
583,HAT-P-1 b,Transit,2006,HATNet,4.4652934,169.72122
584,HAT-P-1 b,Transit,2006,HATNet,4.46529976,166.86075
585,HAT-P-1 b,Transit,2006,HATNet,4.4652934,166.536
586,HAT-P-1 b,Transit,2006,HATNet,,
587,HAT-P-11 b,Transit,2008,HATNet,4.88780308,
588,HAT-P-11 b,Transit,2008,HATNet,4.88780271,
589,HAT-P-11 b,Transit,2008,HATNet,4.8878162,25.743
590,HAT-P-11 b,Transit,2008,HATNet,4.88781501,26.69772
591,HAT-P-11 b,Transit,2008,HATNet,4.88782,28.6047
592,HAT-P-11 b,Transit,2008,HATNet,,
593,HAT-P-11 b,Transit,2008,HATNet,,24.02795
594,HAT-P-11 b,Transit,2008,HATNet,4.88780244,23.4
595,HAT-P-11 b,Transit,2008,HATNet,4.88780271,
596,HAT-P-11 b,Transit,2008,HATNet,4.88780026,
597,HAT-P-11 b,Transit,2008,HATNet,4.88780271,
598,HAT-P-11 b,Transit,2008,HATNet,4.88780271,
599,HAT-P-11 b,Transit,2008,HATNet,4.88780267,
600,HAT-P-11 b,Transit,2008,HATNet,4.8878049,
601,HAT-P-11 c,Radial Velocity,2018,W. M. Keck Observatory,3397,731.009
602,HAT-P-11 c,Radial Velocity,2018,W. M. Keck Observatory,3407,507
603,HAT-P-12 b,Transit,2009,HATNet,3.21305992,63.88383
604,HAT-P-12 b,Transit,2009,HATNet,,66.39469
605,HAT-P-12 b,Transit,2009,HATNet,,
606,HAT-P-12 b,Transit,2009,HATNet,3.21,66.7443
607,HAT-P-12 b,Transit,2009,HATNet,3.2130589,66.10864
608,HAT-P-12 b,Transit,2009,HATNet,3.2130598,67.059
609,HAT-P-12 b,Transit,2009,HATNet,3.2130589,
610,HAT-P-12 b,Transit,2009,HATNet,3.21305929,66.23577
611,HAT-P-12 b,Transit,2009,HATNet,3.2130579,67.06213
612,HAT-P-13 b,Transit,2009,HATNet,2.9162383,285.72917
613,HAT-P-13 b,Transit,2009,HATNet,2.9162381,285.72917
614,HAT-P-13 b,Transit,2009,HATNet,2.9162383,280.64389
615,HAT-P-13 b,Transit,2009,HATNet,2.91626,271.098
616,HAT-P-13 b,Transit,2009,HATNet,2.9162382,287.95398
617,HAT-P-13 b,Transit,2009,HATNet,2.9162433,
618,HAT-P-13 b,Transit,2009,HATNet,2.91625,270.462
619,HAT-P-13 c,Radial Velocity,2009,W. M. Keck Observatory,445.82,4643.4963
620,HAT-P-13 c,Radial Velocity,2009,W. M. Keck Observatory,446.27,4538.421
621,HAT-P-13 c,Radial Velocity,2009,W. M. Keck Observatory,428.5,4830.8
622,HAT-P-13 c,Radial Velocity,2009,W. M. Keck Observatory,445.82,4643.3
623,HAT-P-14 b,Transit,2010,HATNet,4.6276691,721.79193
624,HAT-P-14 b,Transit,2010,HATNet,,736.09428
625,HAT-P-14 b,Transit,2010,HATNet,4.6276594,
626,HAT-P-14 b,Transit,2010,HATNet,4.627682,731.96249
627,HAT-P-14 b,Transit,2010,HATNet,4.627669,709.39656
628,HAT-P-14 b,Transit,2010,HATNet,4.627682,
629,HAT-P-14 b,Transit,2010,HATNet,4.62767,1093.3352
630,HAT-P-14 b,Transit,2010,HATNet,4.627649,724.6524
631,HAT-P-14 b,Transit,2010,HATNet,4.627669,709.367
632,HAT-P-15 b,Transit,2010,HATNet,10.863502,618.471
633,HAT-P-15 b,Transit,2010,HATNet,,649.32669
634,HAT-P-15 b,Transit,2010,HATNet,10.8635,616.5902
635,HAT-P-15 b,Transit,2010,HATNet,10.863502,619.45067
636,HAT-P-16 b,Transit,2010,HATNet,2.7759704,
637,HAT-P-16 b,Transit,2010,HATNet,2.7759712,1341.56043
638,HAT-P-16 b,Transit,2010,HATNet,2.77596,1332.66119
639,HAT-P-16 b,Transit,2010,HATNet,2.77596,1332.605
640,HAT-P-16 b,Transit,2010,HATNet,,1341.2426
641,HAT-P-16 b,Transit,2010,HATNet,2.77597024,1331.38987
642,HAT-P-17 b,Transit,2010,HATNet,10.33852,184.3414
643,HAT-P-17 b,Transit,2010,HATNet,10.338523,170.67471
644,HAT-P-17 b,Transit,2010,HATNet,,184.3414
645,HAT-P-17 b,Transit,2010,HATNet,,
646,HAT-P-17 b,Transit,2010,HATNet,10.338523,169.71
647,HAT-P-17 c,Radial Velocity,2010,W. M. Keck Observatory,1610,416.34
648,HAT-P-17 c,Radial Velocity,2010,W. M. Keck Observatory,5584,1080.6
649,HAT-P-17 c,Radial Velocity,2010,W. M. Keck Observatory,3972,915.3504
650,HAT-P-18 b,Transit,2010,HATNet,,58.16289
651,HAT-P-18 b,Transit,2010,HATNet,5.507978,62.29468
652,HAT-P-18 b,Transit,2010,HATNet,5.508023,62.61
653,HAT-P-18 b,Transit,2010,HATNet,5.5080291,
654,HAT-P-18 b,Transit,2010,HATNet,5.508023,63.566
655,HAT-P-18 b,Transit,2010,HATNet,,
656,HAT-P-19 b,Transit,2010,HATNet,4.008778,92.802
657,HAT-P-19 b,Transit,2010,HATNet,4.008778,90.26372
658,HAT-P-19 b,Transit,2010,HATNet,4.0087842,
659,HAT-P-2 b,Transit,2007,HATNet,5.63341,2739.6946
660,HAT-P-2 b,Transit,2007,HATNet,5.6334754,2765.121
661,HAT-P-2 b,Transit,2007,HATNet,5.6,2828.6
662,HAT-P-2 b,Transit,2007,HATNet,5.6334729,2777.8342
663,HAT-P-2 b,Transit,2007,HATNet,5.63347,3632.7969
664,HAT-P-2 b,Transit,2007,HATNet,5.63332,2771.4776
665,HAT-P-2 b,Transit,2007,HATNet,5.63341,2873.1832
666,HAT-P-2 b,Transit,2007,HATNet,5.6334675,
667,HAT-P-2 b,Transit,2007,HATNet,5.6335158,2739.6946
668,HAT-P-2 b,Transit,2007,HATNet,5.6334729,2888.95
669,HAT-P-2 b,Transit,2007,HATNet,,3175.1217
670,HAT-P-2 b,Transit,2007,HATNet,5.633472,
671,HAT-P-20 b,Transit,2010,HATNet,2.8753187,
672,HAT-P-20 b,Transit,2010,HATNet,2.87531694,2294.7326
673,HAT-P-20 b,Transit,2010,HATNet,,2301.0892
674,HAT-P-20 b,Transit,2010,HATNet,2.9,2320.1
675,HAT-P-20 b,Transit,2010,HATNet,2.875317,2302.899
676,HAT-P-20 b,Transit,2010,HATNet,2.8753186,2310.6241
677,HAT-P-21 b,Transit,2010,HATNet,4.124481,1291.289
678,HAT-P-21 b,Transit,2010,HATNet,4.12448,1547.8321
679,HAT-P-21 b,Transit,2010,HATNet,4.124481,1261.7851
680,HAT-P-22 b,Transit,2010,HATNet,,685.55931
681,HAT-P-22 b,Transit,2010,HATNet,3.21222,690.32676
682,HAT-P-22 b,Transit,2010,HATNet,3.21222,682.352
683,HAT-P-22 b,Transit,2010,HATNet,3.21222,785.0401
684,HAT-P-22 b,Transit,2010,HATNet,3.2122312,682.69884
685,HAT-P-22 b,Transit,2010,HATNet,3.21223328,696.68336
686,HAT-P-23 b,Transit,2010,HATNet,1.212884,664.237
687,HAT-P-23 b,Transit,2010,HATNet,,
688,HAT-P-23 b,Transit,2010,HATNet,1.21288,425.8922
689,HAT-P-23 b,Transit,2010,HATNet,1.21288287,658
690,HAT-P-23 b,Transit,2010,HATNet,1.212884,664.2647
691,HAT-P-23 b,Transit,2010,HATNet,1.21288287,626.1251
692,HAT-P-23 b,Transit,2010,HATNet,1.2128867,
693,HAT-P-24 b,Transit,2010,HATNet,,
694,HAT-P-24 b,Transit,2010,HATNet,,227.24845
695,HAT-P-24 b,Transit,2010,HATNet,3.35524,238.3725
696,HAT-P-24 b,Transit,2010,HATNet,3.35524,217.704
697,HAT-P-24 b,Transit,2010,HATNet,3.3552479,229.79109
698,HAT-P-24 b,Transit,2010,HATNet,3.3552464,217.71355
699,HAT-P-25 b,Transit,2010,HATNet,3.65281514,180.84527
700,HAT-P-25 b,Transit,2010,HATNet,3.65281591,
701,HAT-P-25 b,Transit,2010,HATNet,3.652836,180.20961
702,HAT-P-25 b,Transit,2010,HATNet,3.652836,180.202
703,HAT-P-26 b,Transit,2010,HATNet,4.2345023,
704,HAT-P-26 b,Transit,2010,HATNet,,18.91089
705,HAT-P-26 b,Transit,2010,HATNet,4.23452,22.2481
706,HAT-P-26 b,Transit,2010,HATNet,4.234516,18.751
707,HAT-P-27 b,Transit,2011,HATNet,3.0395803,
708,HAT-P-27 b,Transit,2011,HATNet,3.039577,197.05
709,HAT-P-27 b,Transit,2011,HATNet,3.039586,209.759
710,HAT-P-27 b,Transit,2011,HATNet,3.0395824,195.78328
711,HAT-P-28 b,Transit,2011,HATNet,3.257215,198.953
712,HAT-P-28 b,Transit,2011,HATNet,3.257215,202.45771
713,HAT-P-29 b,Transit,2011,HATNet,5.72339,243.77561
714,HAT-P-29 b,Transit,2011,HATNet,5.72339,214.85308
715,HAT-P-29 b,Transit,2011,HATNet,5.72319,279.6904
716,HAT-P-29 b,Transit,2011,HATNet,,245.68259
717,HAT-P-29 b,Transit,2011,HATNet,5.7233773,
718,HAT-P-29 b,Transit,2011,HATNet,5.723186,247.261
719,HAT-P-3 b,Transit,2007,HATNet,2.899736,185.61272
720,HAT-P-3 b,Transit,2007,HATNet,2.899738,190.38017
721,HAT-P-3 b,Transit,2007,HATNet,2.899703,190.38017
722,HAT-P-3 b,Transit,2007,HATNet,2.899703,189.42668
723,HAT-P-3 b,Transit,2007,HATNet,2.899736,187.83753
724,HAT-P-3 b,Transit,2007,HATNet,2.89973838,189.10885
725,HAT-P-3 b,Transit,2007,HATNet,2.899736,187.83
726,HAT-P-3 b,Transit,2007,HATNet,2.899736,193.55847
727,HAT-P-3 b,Transit,2007,HATNet,2.8997,206.5895
728,HAT-P-3 b,Transit,2007,HATNet,2.899737,
729,HAT-P-30 b,Transit,2011,HATNet,2.8106,263.7989
730,HAT-P-30 b,Transit,2011,HATNet,,230.74458
731,HAT-P-30 b,Transit,2011,HATNet,2.810595,225.968
732,HAT-P-30 b,Transit,2011,HATNet,2.810595,237.10118
733,HAT-P-30 b,Transit,2011,HATNet,2.8106084,232.96939
