|name              |ra        |dec      |flux_1_100_gev|flux_1_100_gev_error|detection_significance|spectrum_type   |alt_gammaray_name_1|assoc_name                  |analysis_flags|
|4FGL J1848.5+3243 |18 48 34.9|+32 43 51|    2.0830e-09|          9.8021e-11|               31.7663|LogParabola     |2FGL J1848.6+3241  |B2 1846+32B                 |           000|
|4FGL J1952.9+3252 |19 52 59.4|+32 52 59|    2.0125e-08|          2.9025e-10|              118.2580|PLSuperExpCutoff|3FGL J1952.9+3253  |PSR J1952+3252              |           000|
|4FGL J1051.6+3253 |10 51 38.7|+32 53 07|    9.6005e-11|          2.4940e-11|                4.6488|PowerLaw        |                   |NGC 3424                    |           000|
|4FGL J1955.1+3321 |19 55 11.2|+33 21 00|    8.7792e-10|          1.2603e-10|                8.1668|LogParabola     |                   |SNR G069.0+02.7             |           000|
|4FGL J0549.0+3258c|05 49 04.8|+32 58 07|    3.0878e-10|          5.9310e-11|                7.5446|PowerLaw        |                   |GB6 J0549+3258              |           032|
|4FGL J1724.1+3304 |17 24 11.3|+33 04 09|    1.5157e-10|          2.9518e-11|                6.6497|PowerLaw        |                   |B2 1722+33                  |           000|
|4FGL J0719.3+3307 |07 19 21.6|+33 07 24|    3.6689e-09|          9.9795e-11|               76.0763|LogParabola     |3FGL J0719.3+3307  |B2 0716+33                  |           000|
|4FGL J1152.8+3308 |11 52 51.0|+33 08 30|    8.4614e-11|          2.6479e-11|                6.4793|PowerLaw        |                   |B2 1150+33A                 |           000|
|4FGL J0730.4+3308 |07 30 29.7|+33 08 04|    3.4415e-10|          3.8921e-11|               13.6583|PowerLaw        |3FGL J0730.5+3307  |1RXS J073026.0+330727       |           000|
|4FGL J0127.1+3310 |01 27 07.2|+33 10 33|    1.2368e-10|          3.1664e-11|                4.9225|PowerLaw        |                   |NVSS J012656+330727         |           000|
|4FGL J0712.5+3311 |07 12 35.4|+33 11 21|    1.0094e-10|          2.8935e-11|                4.3235|PowerLaw        |                   |NVSS J071224+330953         |           000|
|4FGL J0722.7+3606 |07 22 43.3|+36 06 49|    1.7111e-10|          3.0766e-11|                7.0910|PowerLaw        |                   |MG2 J072255+3606            |           000|
|4FGL J0058.4+3315 |00 58 26.4|+33 15 02|    2.1845e-10|          3.3965e-11|                8.2115|PowerLaw        |3FGL J0058.3+3315  |MG3 J005830+3311            |           000|
|4FGL J1320.7+3314 |13 20 44.5|+33 14 16|    1.4836e-10|          2.7954e-11|                6.4793|PowerLaw        |                   |87GB 131814.4+332742        |           000|
|4FGL J0752.2+3313 |07 52 13.3|+33 13 55|    1.2166e-09|          6.1309e-11|               38.6467|LogParabola     |                   |OI 380                      |           002|
|4FGL J1643.7+3317 |16 43 46.4|+33 17 56|    6.8023e-11|          2.1320e-11|                5.6605|PowerLaw        |                   |RX J1643.5+3316             |           000|
|4FGL J0505.8+3322 |05 05 49.3|+33 22 27|    3.0736e-10|          5.7897e-11|                6.8639|PowerLaw        |                   |2MASX J05054288+3321355     |           000|
|4FGL J1205.8+3321 |12 05 50.3|+33 21 17|    1.1882e-10|          2.7072e-11|                5.9433|PowerLaw        |3FGL J1205.9+3315  |SDSS J120542.82+332146.9    |           000|
|4FGL J0622.9+3326 |06 22 55.1|+33 26 01|    3.6113e-09|          1.1384e-10|               55.9031|LogParabola     |3FGL J0622.9+3326  |B2 0619+33                  |           000|
|4FGL J1602.1+3324 |16 02 07.4|+33 24 49|    2.4835e-10|          3.2196e-11|               10.3831|PowerLaw        |                   |OS 300                      |           000|
|4FGL J0910.6+3329 |09 10 36.3|+33 29 28|    1.4071e-09|          6.8883e-11|               36.8268|PowerLaw        |3FGL J0910.5+3329  |Ton 1015                    |           000|
|4FGL J1616.7+3327 |16 16 43.6|+33 27 44|    1.4815e-10|          2.8399e-11|                6.1547|PowerLaw        |                   |NVSS J161633+333043         |           000|
|4FGL J2028.3+3331 |20 28 20.4|+33 31 53|    1.0419e-08|          2.4218e-10|               61.1394|PLSuperExpCutoff|3FGL J2028.3+3332  |PSR J2028+3332              |           000|
|4FGL J0325.3+3332 |03 25 21.3|+33 32 18|    1.8290e-10|          4.2385e-11|                5.1557|PowerLaw        |                   |2MASX J03251760+3332435     |           000|
|4FGL J1301.6+3336 |13 01 40.2|+33 36 35|    1.9114e-10|          2.9356e-11|                9.6935|PowerLaw        |3FGL J1301.5+3333  |MG2 J130126+3337            |           000|
|4FGL J2143.9+3337 |21 43 59.4|+33 37 41|    2.0899e-10|          4.1316e-11|                6.8335|PowerLaw        |                   |MG3 J214351+3337            |           000|
|4FGL J1507.3+3341 |15 07 20.4|+33 41 11|    1.3728e-10|          2.6900e-11|                6.8522|PowerLaw        |                   |87GB 150531.0+334938        |           000|
|4FGL J2004.3+3339 |20 04 23.0|+33 39 19|    3.7290e-09|          1.8511e-10|               28.1115|LogParabola     |3FGL J2004.4+3338  |B2 2002+33                  |           000|
|4FGL J2116.2+3339 |21 16 14.5|+33 39 24|    3.4325e-09|          1.0718e-10|               62.5525|LogParabola     |3FGL J2116.1+3339  |B2 2114+33                  |           000|
|4FGL J2027.0+3343 |20 27 04.9|+33 43 20|    2.6724e-10|          1.2285e-10|                5.8413|PowerLaw        |                   |1RXS J202658.5+334253       |           000|
|4FGL J2025.3+3341 |20 25 21.9|+33 41 21|    2.1539e-09|          1.5282e-10|               16.0029|LogParabola     |3FGL J2025.2+3340  |B2 2023+33                  |           000|
|4FGL J0304.5+3349 |03 04 33.1|+33 49 34|    2.3431e-10|          5.6109e-11|                5.5115|LogParabola     |                   |4C +33.06                   |           000|
|4FGL J0911.7+3349 |09 11 45.2|+33 49 02|    2.7434e-10|          4.3345e-11|                8.4013|PowerLaw        |3FGL J0911.8+3351  |MG2 J091151+3349            |           016|
|4FGL J0257.0+3358 |02 57 03.9|+33 58 22|    1.5521e-10|          3.3645e-11|                6.1616|PowerLaw        |                   |GB6 J0257+3357              |           000|
|4FGL J1748.0+3403 |17 48 02.5|+34 03 51|    4.5631e-10|          4.0162e-11|               16.6876|PowerLaw        |3FGL J1748.0+3405  |MG2 J174803+3403            |           000|
|4FGL J1426.1+3403 |14 26 09.5|+34 03 46|    3.4131e-10|          3.4791e-11|               14.8509|PowerLaw        |3FGL J1426.2+3402  |RGB J1426+340               |           000|
|4FGL J1851.5+3406 |18 51 30.3|+34 06 18|    1.9225e-10|          3.5245e-11|                6.3567|PowerLaw        |                   |B2 1849+34                  |           000|
|4FGL J1136.2+3407 |11 36 18.0|+34 07 44|    3.5731e-10|          3.6224e-11|               16.5197|PowerLaw        |3FGL J1136.4+3405  |MG2 J113627+3408            |           000|
|4FGL J0324.8+3412 |03 24 49.4|+34 12 43|    8.2246e-10|          5.5824e-11|               22.1776|PowerLaw        |3FGL J0325.2+3410  |1H 0323+342                 |           000|
|4FGL J0418.4+3414 |04 18 24.1|+34 14 20|    2.0170e-10|          4.3769e-11|                4.8098|PowerLaw        |3FGL J0418.2+3412  |GB6 J0418+3411              |           000|
|4FGL J1613.6+3411 |16 13 41.1|+34 11 54|    8.5777e-10|          4.9215e-11|               30.6108|PowerLaw        |3FGL J1613.8+3410  |OS 319                      |           000|
|4FGL J1533.2+3416 |15 33 17.5|+34 16 08|    3.5764e-10|          3.5344e-11|               16.9966|PowerLaw        |3FGL J1533.5+3416  |RX J1533.3+3416             |           000|
|4FGL J0123.1+3421 |01 23 09.7|+34 21 14|    2.2405e-10|          3.5995e-11|               12.4688|PowerLaw        |3FGL J0122.8+3423  |1ES 0120+340                |           000|
|4FGL J0957.8+3423 |09 57 53.0|+34 23 51|    2.8678e-10|          3.2646e-11|               13.1456|PowerLaw        |                   |B2 0954+34                  |           000|
|4FGL J2311.0+3425 |23 11 04.4|+34 25 20|    4.1110e-09|          1.0484e-10|               85.8149|LogParabola     |3FGL J2311.0+3425  |B2 2308+34                  |           000|
|4FGL J1317.6+3428 |13 17 36.2|+34 28 03|    4.0965e-10|          3.7247e-11|               18.6958|PowerLaw        |3FGL J1317.8+3429  |S4 1315+34                  |           000|
|4FGL J0444.6+3425 |04 44 38.4|+34 25 07|    6.3652e-10|          7.1909e-11|               11.3788|PowerLaw        |3FGL J0444.5+3425  |B2 0441+34                  |           000|
|4FGL J0043.8+3425 |00 43 53.2|+34 25 54|    2.6463e-09|          9.2251e-11|               56.5306|LogParabola     |3FGL J0043.8+3425  |GB6 J0043+3426              |           000|
|4FGL J0344.4+3432 |03 44 29.1|+34 32 50|    1.5722e-10|          3.8710e-11|                6.3358|PowerLaw        |                   |1RXS J034424.5+343016       |           000|
|4FGL J1220.1+3432 |12 20 11.1|+34 32 18|    5.1561e-10|          4.0920e-11|               20.2179|PowerLaw        |3FGL J1220.2+3434  |GB2 1217+348                |           000|
|4FGL J2322.7+3436 |23 22 44.4|+34 36 45|    4.0465e-10|          4.4539e-11|               14.1228|PowerLaw        |3FGL J2322.5+3436  |TXS 2320+343                |           000|
|4FGL J0502.5+3438 |05 02 32.8|+34 38 02|    1.5512e-09|          9.6334e-11|               23.2233|LogParabola     |3FGL J0502.7+3438  |MG2 J050234+3436            |           000|
|4FGL J0129.7+3436 |01 29 47.7|+34 36 59|    2.0320e-10|          3.2398e-11|                8.8238|PowerLaw        |                   |TXS 0126+343                |           000|
|4FGL J1716.3+3434 |17 16 23.9|+34 34 45|    2.0754e-10|          3.6271e-11|                6.7805|LogParabola     |                   |FIRST J171642.1+343856      |          2048|
|4FGL J2343.6+3438 |23 43 37.5|+34 38 25|    3.3906e-10|          4.1641e-11|               14.0603|PowerLaw        |3FGL J2343.7+3437  |1RXS J234332.5+343957       |           000|
|4FGL J1241.5+3439 |12 41 35.8|+34 39 00|    1.4008e-10|          2.9695e-11|                6.7238|PowerLaw        |                   |RX J1241.6+3440             |           000|
|4FGL J1754.7+3444 |17 54 43.0|+34 44 30|    1.9660e-10|          3.6027e-11|                7.7425|LogParabola     |                   |MG2 J175448+3442            |           000|
|4FGL J1013.7+3444 |10 13 47.7|+34 44 18|    2.8418e-10|          3.3691e-11|               13.1713|PowerLaw        |3FGL J1013.5+3440  |OL 318                      |           000|
|4FGL J1112.5+3448 |11 12 35.3|+34 48 08|    7.7833e-10|          5.5558e-11|               16.8692|LogParabola     |3FGL J1112.4+3449  |TXS 1109+350                |           000|
|4FGL J2026.6+3449 |20 26 36.7|+34 49 45|    6.3633e-10|          1.0645e-10|                7.7661|PowerLaw        |                   |NVSS J202638+345022         |           000|
|4FGL J1111.5+3455 |11 11 31.1|+34 55 44|    8.8683e-11|          3.4206e-11|                4.4234|PowerLaw        |                   |RX J1111.5+3452             |           016|
|4FGL J1007.0+3455 |10 07 02.4|+34 55 17|    2.2898e-10|          3.1271e-11|               12.2002|PowerLaw        |3FGL J1006.7+3453  |EXO 1004.0+3509             |           000|
|4FGL J0850.5+3455 |08 50 33.1|+34 55 43|    3.3222e-10|          3.5544e-11|               14.1442|PowerLaw        |3FGL J0850.2+3500  |RX J0850.5+3455             |           000|
|4FGL J0809.6+3455 |08 09 41.2|+34 55 31|    2.2791e-10|          3.3370e-11|               12.3025|PowerLaw        |3FGL J0809.6+3456  |B2 0806+35                  |           000|
|4FGL J1950.6+3456 |19 50 39.4|+34 56 36|    2.2454e-10|          5.4993e-11|                6.0389|PowerLaw        |                   |2MASS J19502776+3456224     |           004|
|4FGL J1635.6+3500 |16 35 36.2|+35 00 51|    1.5371e-10|          3.2775e-11|                6.0238|LogParabola     |                   |MG2 J163505+3458            |           000|
|4FGL J1808.2+3500 |18 08 15.8|+35 00 37|    3.7161e-10|          4.3742e-11|               11.4489|PowerLaw        |                   |MG2 J180813+3501            |           000|
|4FGL J0930.7+3502 |09 30 43.5|+35 02 00|    1.3566e-10|          2.5674e-11|                6.6302|PowerLaw        |                   |B2 0927+35                  |           000|
|4FGL J1453.5+3505 |14 53 34.1|+35 05 18|    1.9461e-10|          2.8988e-11|                9.3533|PowerLaw        |                   |MG2 J145315+3506            |           000|
|4FGL J0639.6+3503 |06 39 36.6|+35 03 31|    1.7312e-10|          3.9145e-11|                6.2800|PowerLaw        |                   |B2 0635+35                  |           000|
|4FGL J1215.1+3513 |12 15 11.0|+35 13 18|    1.3953e-10|          2.7906e-11|                6.5295|PowerLaw        |                   |7C 1212+3524                |           000|
|4FGL J1909.5+3511 |19 09 32.2|+35 11 34|    9.8878e-11|          3.4508e-11|                4.8339|PowerLaw        |                   |TXS 1907+350                |           000|
|4FGL J1958.5+3512 |19 58 32.2|+35 12 09|    5.8438e-10|          8.8215e-11|                8.5490|PowerLaw        |                   |Cyg X-1                     |           000|
|4FGL J1626.3+3514 |16 26 19.7|+35 14 18|    1.4715e-10|          2.7124e-11|                9.4007|PowerLaw        |3FGL J1626.1+3512  |RGB J1626+352               |           000|
|4FGL J1808.8+3522 |18 08 52.9|+35 22 48|    1.9114e-10|          3.8268e-11|                6.1845|PowerLaw        |3FGL J1809.0+3517  |2MASX J18084968+3520426     |           016|
|4FGL J0208.6+3523 |02 08 40.9|+35 23 50|    2.3134e-10|          3.7079e-11|               10.1193|PowerLaw        |3FGL J0208.6+3522  |MS 0205.7+3509              |           000|
|4FGL J0015.2+3537 |00 15 17.9|+35 37 02|    1.0262e-10|          3.0101e-11|                5.7270|PowerLaw        |                   |RX J0015.4+3536             |           000|
|4FGL J1111.0+3542 |11 11 05.7|+35 42 56|    1.2209e-10|          2.6540e-11|                6.4102|PowerLaw        |                   |FBQS J111056.8+353907       |           000|
|4FGL J0839.7+3540 |08 39 43.6|+35 40 24|    4.0916e-10|          3.8412e-11|               16.4893|PowerLaw        |3FGL J0839.6+3538  |NVSS J083943+354001         |           000|
|4FGL J0542.4+3547c|05 42 25.9|+35 47 06|    5.0103e-10|          9.5054e-11|                5.2380|PowerLaw        |                   |NVSS J054218+354149         |           048|
|4FGL J1018.4+3540 |10 18 25.7|+35 40 49|    3.7850e-10|          3.6343e-11|               17.9179|PowerLaw        |3FGL J1018.3+3542  |B2 1015+35B                 |           000|
|4FGL J1418.4+3543 |14 18 29.5|+35 43 09|    2.4384e-09|          7.9464e-11|               65.3889|LogParabola     |3FGL J1418.5+3543  |87GB 141615.9+355650        |           000|
|4FGL J2009.9+3544 |20 09 57.4|+35 44 46|    6.1682e-10|          1.1034e-10|                6.9261|PowerLaw        |                   |B2 2008+35                  |           000|
|4FGL J1308.5+3547 |13 08 30.9|+35 47 30|    6.1373e-10|          4.6846e-11|               22.8338|LogParabola     |3FGL J1308.7+3545  |5C 12.291                   |           000|
|4FGL J0028.9+3553 |00 28 54.0|+35 53 25|    2.4372e-10|          3.7758e-11|                8.1958|PowerLaw        |                   |GB6 J0028+3550              |           000|
|4FGL J0955.1+3551 |09 55 07.6|+35 51 30|    8.6390e-11|          2.3309e-11|                5.1899|PowerLaw        |                   |1RXS J095508.2+355054       |           000|
